epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,10006.9,inf,0.28234,0.92257,0.96476,0.97154,0.98152,0.91389,0.3752,0.2672,0.7605,0.002476,0.002476,0.002476
40,10242.9,0.29224,0.27739,0.92027,0.96487,0.97203,0.98181,0.9143,0.37487,0.26711,0.76058,0.002278,0.002278,0.002278
41,10482,0.32132,0.18723,0.92497,0.9671,0.96948,0.98186,0.91428,0.37626,0.2681,0.76357,0.00208,0.00208,0.00208
42,10718.7,0.31455,0.1787,0.91885,0.96561,0.9707,0.98192,0.91438,0.37672,0.26735,0.76512,0.001882,0.001882,0.001882
43,10957.9,0.31077,0.17406,0.91626,0.97041,0.96504,0.98162,0.91448,0.37616,0.26664,0.76492,0.001684,0.001684,0.001684
44,11200.5,0.30412,0.1672,0.91345,0.9706,0.96507,0.98173,0.91563,0.37589,0.26666,0.7655,0.001486,0.001486,0.001486
45,11441.3,0.29905,0.16341,0.90961,0.96661,0.9695,0.98176,0.91559,0.37564,0.26648,0.76576,0.001288,0.001288,0.001288
46,11679.6,0.29498,0.15767,0.90734,0.96884,0.96797,0.98179,0.91602,0.37498,0.26591,0.76528,0.00109,0.00109,0.00109
47,11917.1,0.29061,0.15404,0.90452,0.96839,0.96811,0.98175,0.91645,0.37412,0.26598,0.76486,0.000892,0.000892,0.000892
48,12153.9,0.28585,0.14889,0.90197,0.96837,0.96822,0.98144,0.91618,0.37336,0.26559,0.7643,0.000694,0.000694,0.000694
49,12392.1,inf,0.14366,0.90012,0.96908,0.96823,0.98134,0.9167,0.37276,0.26559,0.76376,0.000496,0.000496,0.000496
50,12630.2,0.27674,0.13903,0.89821,0.96862,0.96598,0.98094,0.91719,0.37228,0.26595,0.76324,0.000298,0.000298,0.000298
